model,cumulative_return,total_net_return,ann_return,ann_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,average_daily_return,mean_turnover,mean_cost,total_transaction_cost,candidate_feasibility,n_days,test_month
SS-FM + PPO,-0.02356629877813332,-0.02356629877813332,-0.23903877203045043,0.11422268138241919,-2.3915816710295554,-3.985683344464495,0.039762768629916345,-6.011622939419883,0.36363636363636365,-0.0010840193301985815,0.42891773358374014,0.00012867532007507728,0.0028308570416517,1.0,22,2025-07
SS-FM + GRPO,-0.02358969817116474,-0.02358969817116474,-0.23924762844537406,0.1175663132467573,-2.3258990204595675,-4.457417537686033,0.040790566189981226,-5.865268634200445,0.45454545454545453,-0.0010851086223002996,0.3974504220026599,0.0001192351266007512,0.0026231727852165264,1.0,22,2025-07
Standard FM,-0.024680741377844817,-0.024680741377844817,-0.24892807961446473,0.14188681116154103,-2.0174804359949583,-3.5367460391565877,0.053289010510440216,-4.671283576670945,0.45454545454545453,-0.001135928038270318,0.6300452718897226,0.0001890135815668682,0.0041582987944711,1.0,22,2025-07
SS-FM G=16,-0.027805185778320696,-0.027805185778320696,-0.2760315836256625,0.21132055963341262,-1.5285190986653334,-2.8601121359333006,0.043166979242525105,-6.394507757302956,0.45454545454545453,-0.0012817758386520542,0.6806003874913102,0.00020418011624733637,0.0044919625574414,1.0,22,2025-07
SS-FM G=128,0.05954781803573339,0.05954781803573339,1.0019200884047264,0.2849461483090683,2.435922606196267,3.9010945844512555,0.05110678204127728,19.60444481899698,0.5238095238095238,0.0027543919214865617,0.5701895968443085,0.0001710568790532476,0.0035921944601181996,1.0,21,2025-08
Gaussian Policy,0.042608782657061806,0.042608782657061806,0.6498959171922454,0.2853303528292879,1.7548508263081917,2.8778189044753693,0.052050924998698456,12.485770756398587,0.47619047619047616,0.0019869531961638244,0.5985689837473298,0.00017957069512415238,0.0037709845976072,1.0,21,2025-08
SS-FM G=8,0.038288316236990916,0.038288316236990916,0.5696961879736315,0.18598239253128604,2.4243267529420027,4.103673385949828,0.04056714996429789,14.043288435963744,0.5238095238095238,0.0017892146420228478,0.5832112740942881,0.00017496338222824288,0.0036742310267931003,1.0,21,2025-08
SS-FM G=16,0.013073757557459542,0.013073757557459542,0.16867239984595006,0.18152238717087968,0.8586731696955614,1.3504032305964493,0.04396243773481889,3.8367390103201453,0.47619047619047616,0.0006185254109631911,0.5789876450133337,0.00017369629350396192,0.0036476221635832005,1.0,21,2025-08
SS-FM G=64,0.009808693421747394,0.009808693421747394,0.12426648031615195,0.2925956381698688,0.40031630764016496,0.88744450189214,0.0513054405912462,2.42209167067078,0.47619047619047616,0.00046480478374515697,0.5952902195649025,0.00017858706586942855,0.003750328383258,1.0,21,2025-08
MLP Policy,-0.002179976767844427,-0.002179976767844427,-0.02584833753719784,0.15592803543280917,-0.1679510451162168,-0.2607940508528381,0.032086158137712206,-0.8055915396993948,0.6190476190476191,-0.00010392173219785233,0.25472384243146146,7.64171527294384e-05,0.0016047602073182064,1.0,21,2025-08
Risk Parity,-0.002301471511181541,-0.002301471511181541,-0.027270739284781742,0.1545102460961148,-0.17894921731905833,-0.268093946427361,0.0323940259742741,-0.8418447063800886,0.6190476190476191,-0.0001097201889153763,0.213635788695743,6.409073660872293e-05,0.0013459054687831814,1.0,21,2025-08
Equal Weight,-0.002471113287522808,-0.002471113287522808,-0.029253638321188657,0.15629661012236679,-0.1899597073975489,-0.28307224711546747,0.03237598018624699,-0.9035599278509359,0.6190476190476191,-0.00011781769177013322,0.20828837282039248,6.248651184611775e-05,0.0013122167487684727,1.0,21,2025-08
SS-FM + PPO,-0.0025338666930362352,-0.0025338666930362352,-0.029986207387279085,0.17019269166132775,-0.17888540395150182,-0.2797443382435401,0.03651663882734102,-0.8211655932809342,0.5238095238095238,-0.00012081344602154765,0.4096897398327125,0.000122906921949768,0.002581045360945128,1.0,21,2025-08
Diffusion,-0.0036082161590397233,-0.0036082161590397233,-0.04244957647236103,0.5918328497335155,-0.07329248061472116,-0.16287489700873312,0.10445649652494449,-0.4063852214517262,0.42857142857142855,-0.00017213054629463832,0.613912920027993,0.00018417387600836994,0.003867651396175769,1.0,21,2025-08
Maximum Sharpe,-0.006104115755439676,-0.006104115755439676,-0.07083957034993393,0.1516233595185697,-0.484581430077317,-0.713550074646419,0.03855945282696227,-1.8371518565844416,0.5714285714285714,-0.0002915629539231574,0.25890087558441854,7.767026267531303e-05,0.0016310755161815737,1.0,21,2025-08
Kelly,-0.008146571749664155,-0.008146571749664155,-0.09349545655510105,0.15037376982534678,-0.6527683441068326,-0.9602121216059136,0.03853511047630953,-2.426240781444751,0.5714285714285714,-0.00038952078065870475,0.2490331837262516,7.470995511786974e-05,0.0015689090574752646,1.0,21,2025-08
MVO,-0.008146571749664155,-0.008146571749664155,-0.09349545655510105,0.15037376982534678,-0.6527683441068326,-0.9602121216059136,0.03853511047630953,-2.426240781444751,0.5714285714285714,-0.00038952078065870475,0.2490331837262516,7.470995511786974e-05,0.0015689090574752646,1.0,21,2025-08
Standard FM,-0.008879995574195165,-0.008879995574195165,-0.10150657677294306,0.23482499398690762,-0.4558113286540306,-0.6817306515234475,0.043397205033918196,-2.339011848657258,0.6190476190476191,-0.0004247456051997901,0.5905627135718894,0.00017716881407152857,0.0037205450955021,1.0,21,2025-08
Black-Litterman,-0.016125615543114313,-0.016125615543114313,-0.17723493255742284,0.16548788442232568,-1.1788450767538887,-2.006646032659452,0.04946306938022238,-3.5831770000971583,0.5714285714285714,-0.0007741451500542665,0.2551596488274558,7.65478946482332e-05,0.0016075057876128974,1.0,21,2025-08
SS-FM,-0.016587215228043406,-0.016587215228043406,-0.1818551518572219,0.23890352330176134,-0.8401545498883125,-1.1558407194957478,0.05621969321755027,-3.234723305114935,0.5238095238095238,-0.0007964915955806478,0.589413156248603,0.00017682394687453334,0.0037133028843652,1.0,21,2025-08
SS-FM + GRPO,-0.018047622063581792,-0.018047622063581792,-0.19631638531236406,0.15311108188877084,-1.4273924436052474,-1.7770271601463405,0.043033087937294656,-4.561986943591522,0.47619047619047616,-0.0008672603226994276,0.38663746515301434,0.00011599123954586632,0.0024358160304631927,1.0,21,2025-08
SS-FM G=32,-0.026982140602589078,-0.026982140602589078,-0.27980560027111057,0.21464346013641086,-1.5292061709372242,-1.9880199589045175,0.05800501477197728,-4.82381741252977,0.38095238095238093,-0.0013025162848885618,0.580644335917734,0.00017419330077526188,0.0036580593162804996,1.0,21,2025-08
Diffusion,0.09372756227279844,0.09372756227279844,1.9302851169379514,0.33050322172708546,3.2529175425636683,6.450855379351289,0.058885057575396416,32.78055921854903,0.7142857142857143,0.004266268761229547,0.5291420466581194,0.0001587426139974072,0.003333594893945551,1.0,21,2025-09
Gaussian Policy,0.0897188085378009,0.0897188085378009,1.8039699988361773,0.2561459818111342,4.025190098273111,11.54727522436843,0.03282281685776123,54.960852587812354,0.5714285714285714,0.004091413768645323,0.6313796264297333,0.00018941388792886665,0.0039776916465061995,1.0,21,2025-09
SS-FM,0.08047995539112329,0.08047995539112329,1.5316319813471475,0.1492217332840745,6.224724282825808,14.921311855093473,0.020416584855393216,75.01900989785536,0.6190476190476191,0.00368596883610609,0.5822878279598621,0.0001746863483879,0.0036684133161459,1.0,21,2025-09
SS-FM G=128,0.06391532289798607,0.06391532289798607,1.1032203037314856,0.1579430281129748,4.707201432077505,7.678977754686212,0.028242916361026826,39.06184083927854,0.6666666666666666,0.0029502763814287804,0.5749972002194168,0.0001724991600657762,0.0036224823613813,1.0,21,2025-09
SS-FM G=32,0.06022433572765751,0.06022433572765751,1.0173126986852212,0.15013764179500355,4.674152798325806,10.493598705531682,0.02341389818673245,43.449095514632596,0.6190476190476191,0.0027847868195641,0.5987115442404858,0.00017961346327209721,0.0037718827287140416,1.0,21,2025-09
SS-FM G=16,0.05747202742632318,0.05747202742632318,0.9553596872950101,0.12008911068985755,5.583971402015088,7.206468919976568,0.01758016753883407,54.343036560069685,0.6666666666666666,0.0026610085705777334,0.5796271485140885,0.0001738881445541857,0.0036516510356379,1.0,21,2025-09
SS-FM G=64,0.05602264753618624,0.05602264753618624,0.9234406336364815,0.19262000307821614,3.3958860375954516,5.272022389207228,0.03291651944078855,28.054018144220887,0.6190476190476191,0.0025956967421226474,0.5774672488150772,0.00017324017464447143,0.0036380436675339,1.0,21,2025-09
SS-FM + GRPO,0.055869788309248714,0.055869788309248714,0.920102276958878,0.11887951340711204,5.487728164197904,10.801392276725517,0.021826217610746768,42.15582806733491,0.6666666666666666,0.002588803388374409,0.40108010510263314,0.0001203240315307508,0.0025268046621457667,1.0,21,2025-09
Standard FM,0.05469120281995621,0.05469120281995621,0.8945404528149101,0.21143787195692337,3.022052284675787,4.28625484265538,0.03356850962296021,26.64820282051074,0.6190476190476191,0.0025356202540254237,0.6109542133676825,0.00018328626401026667,0.0038490115442156,1.0,21,2025-09
Maximum Sharpe,0.05314187246729496,0.05314187246729496,0.8614122413524734,0.11488817395686599,5.408176035624245,10.292449592111277,0.022367861053262494,38.51115845637958,0.6666666666666666,0.002465616941151397,0.244160789837252,7.32482369511697e-05,0.001538212975974564,1.0,21,2025-09
MVO,0.05088146776067659,0.05088146776067659,0.814031399665043,0.11536606866999499,5.1622775053090475,9.425006622165306,0.02235752951165848,36.40972045862943,0.6190476190476191,0.0023633002427422777,0.2375218389821719,7.125655169464683e-05,0.0014963875855875835,1.0,21,2025-09
Kelly,0.05088146776067659,0.05088146776067659,0.814031399665043,0.11536606866999499,5.1622775053090475,9.425006622165306,0.02235752951165848,36.40972045862943,0.6190476190476191,0.0023633002427422777,0.2375218389821719,7.125655169464683e-05,0.0014963875855875835,1.0,21,2025-09
