market,generator,candidate_pool,G,agg,agg_label,n_seeds,total_mean,total_std,sharpe_mean,sharpe_std,turnover_mean,source_dir
CSI500,SS-FM,Pure,128,pred_utility,Pred-Utility,20,0.5633785017313041,0.1425958060899047,1.4750948903541448,0.367240080643407,0.632243061627494,results/CSI500/strict_fixed_oos_ssfm_stability_seeds/
CSI500,SS-FM,Pure,128,mean,Mean,20,0.5121725680018308,0.0147152451800084,2.4233776329849523,0.070111574149289,0.4444437923549778,results/CSI500/strict_fixed_oos_ssfm_stability_seeds/
CSI500,SS-FM,Pure,128,topk,Top-k,20,0.5437122463380537,0.1018160710635493,1.64765245733757,0.3103521430806237,0.5683381884704385,results/CSI500/strict_fixed_oos_ssfm_stability_seeds/
CSI500,SS-FM,Pure,128,softmax,Softmax,20,0.512182924851856,0.0146963923333555,2.423192314767288,0.0699999191389727,0.4443897998498952,results/CSI500/strict_fixed_oos_ssfm_stability_seeds/
SP500,Diffusion,Meta,8,pred_utility,Pred-Utility,20,-0.0236977176974229,0.1133542293321244,-0.1245933380490607,0.6884741896918315,0.8193653544874573,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,8,mean,Mean,20,-8.109135179158351e-05,0.0281780319297269,-0.0019891883926422,0.2547147559465869,0.5268859475135323,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,8,topk,Top-k,20,0.003889943533361,0.0566137320002013,0.0376200693659461,0.4283935444830326,0.683987844128093,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,8,softmax,Softmax,20,-6.970683640675039e-05,0.0281701953104714,-0.001886594767004,0.2546508462705175,0.526879774607634,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,32,pred_utility,Pred-Utility,20,-0.0878188434621637,0.114626817268771,-0.451014398368424,0.5989058501834122,0.6931369705556439,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,32,mean,Mean,20,-0.0185006774266917,0.0262059724538616,-0.1645236485817147,0.2319740965571917,0.3310716442375429,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,32,topk,Top-k,20,-0.0428943055181757,0.0508111007824564,-0.2851475623194603,0.3403757659189178,0.6261322851163317,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,32,softmax,Softmax,20,-0.0185092554177445,0.0262017596465715,-0.1646031030419176,0.2319416029178889,0.3310624594019858,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,64,pred_utility,Pred-Utility,20,-0.1073596118605453,0.0788586018240213,-0.5359144775885233,0.3867100637260631,0.5952109440412329,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,64,mean,Mean,20,-0.0140723416576843,0.0164744100456508,-0.1250544177013726,0.1467363260429235,0.2561074001328746,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,64,topk,Top-k,20,-0.0622444483178777,0.0672448450223722,-0.3738546362460695,0.4056442209682519,0.5675103784007207,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,64,softmax,Softmax,20,-0.0140843704126427,0.0164746062979714,-0.1251632858066036,0.1467408695222778,0.2560998829419106,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,128,pred_utility,Pred-Utility,20,-0.1721851673852593,0.0749245207618402,-0.8345943150705931,0.3610641924297493,0.4973422494209279,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,128,mean,Mean,20,-0.0203086031466571,0.0115871213462501,-0.1797213488242047,0.1025513662929361,0.2062477197254879,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,128,topk,Top-k,20,-0.0869117326348506,0.0502077108978043,-0.4845489906362884,0.2839649355511056,0.494460754759025,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,Diffusion,Meta,128,softmax,Softmax,20,-0.0203221704834184,0.0115859950903939,-0.1798449401048531,0.1025433775581032,0.206241661226539,results/S&P500/strict_fixed_oos_top30_diff_stability_meta_seeds/
SP500,FM,Meta,8,pred_utility,Pred-Utility,20,0.0797390770366894,0.0390355406898556,0.5971176990207694,0.2965527650260772,0.7053012703488111,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,8,mean,Mean,20,0.0268322796272752,0.0137050249198063,0.2520175282076223,0.1286601199884068,0.3296015169338565,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,8,topk,Top-k,20,0.0564175440457937,0.0327747626596978,0.496664338889166,0.2915862054141622,0.4940981900607238,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,8,softmax,Softmax,20,0.0268615301062359,0.0137055919073857,0.2522919744051949,0.1286653126080369,0.3296044783540404,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,32,pred_utility,Pred-Utility,20,0.0843844585018205,0.0658787501511289,0.6266053253676299,0.4908154266305101,0.6817830183810355,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,32,mean,Mean,20,0.0061592233466961,0.0067588226921941,0.0554315614306065,0.060861976209037,0.1768424235612703,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,32,topk,Top-k,20,0.0366846957842883,0.0328315626419689,0.3125542615597788,0.2826609227543405,0.4834000848619625,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,32,softmax,Softmax,20,0.0061663551862777,0.0067578202619114,0.0554957607726237,0.0608529925184461,0.1768437219869554,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,64,pred_utility,Pred-Utility,20,0.0782359599691299,0.0486012414173134,0.5758932923670789,0.3625608518830254,0.6623975766294221,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,64,mean,Mean,20,0.0008718380180502,0.0037820366991416,0.0077526633550986,0.0336168698512044,0.1349800825383403,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,64,topk,Top-k,20,0.0329057008716712,0.0322774306117916,0.2777729383145929,0.2722483556769049,0.4697958828420956,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,64,softmax,Softmax,20,0.0008739957536847,0.0037816724059686,0.0077718433134309,0.0336136901255693,0.1349808380256223,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,128,pred_utility,Pred-Utility,20,0.0652139438208001,0.0638927305851984,0.4677512458112394,0.4537767928431482,0.646288001076172,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,128,mean,Mean,20,-0.0018894225990847,0.0040094525187785,-0.0166037546403772,0.035327467226939,0.1097597779592485,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,128,topk,Top-k,20,0.0335581540391122,0.0271898027660325,0.2776671920473553,0.2239272827759754,0.4599735458847049,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,FM,Meta,128,softmax,Softmax,20,-0.0018902530428153,0.0040092507462425,-0.0166111076593306,0.0353257351238356,0.1097602999116694,results/S&P500/strict_fixed_oos_top30_fm_stability_meta_seeds/
SP500,SS-FM,Meta,8,pred_utility,Pred-Utility,20,0.0846951328249015,0.0629533316034985,0.56688454154122,0.4275386229501624,0.7894621467196536,results/S&P500/strict_fixed_oos_top30_ssfm_stability_meta_seeds_rerun/
SP500,SS-FM,Meta,8,mean,Mean,20,0.0687072796662746,0.0252494723071919,0.6255327834555227,0.2297269299824808,0.4980906396521516,results/S&P500/strict_fixed_oos_top30_ssfm_stability_meta_seeds_rerun/
SP500,SS-FM,Meta,8,topk,Top-k,20,0.0602380093595117,0.0498838035314964,0.4950514439137935,0.4167811606436518,0.6178004262026618,results/S&P500/strict_fixed_oos_top30_ssfm_stability_meta_seeds_rerun/
SP500,SS-FM,Meta,8,softmax,Softmax,20,0.0687173057677294,0.0252490105817769,0.6256369515665137,0.2297275928507292,0.4980834702773383,results/S&P500/strict_fixed_oos_top30_ssfm_stability_meta_seeds_rerun/
